"","PROBEID","SYMBOL","GENENAME","ENTREZID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1","1255_g_at","GUCA1A","guanylate cyclase activator 1A","2978",-0.318036810321413,5.10503818015059,-1.18858793664007,0.242266654958992,0.663001147581192,-4.56586181212118
"2","1552264_a_at","MAPK1","mitogen-activated protein kinase 1","5594",-0.280165741718761,8.38601461924262,-0.956496888964381,0.345104796555619,0.718423220594886,-4.61602046590574
"3","1552274_at","PXK","PX domain containing serine/threonine kinase like","54899",0.563651718660921,9.37910907037404,1.7188427468618,0.094102628750205,0.59711193560557,-4.41777731131038
"4","1552277_a_at","MSANTD3","Myb/SANT DNA binding domain containing 3","91283",-0.0626643174318033,7.94476066211304,-0.483663339884549,0.631509693060606,0.867959872654882,-4.68659755836621
"5","1552296_at","BEST4","bestrophin 4","266675",-0.112864445366058,4.5891205770694,-0.760302418068403,0.451950228986759,0.779811418724157,-4.65064016415159
"6","1552301_a_at","CORO6","coronin 6","84940",-0.349843703470742,8.19983927269062,-1.53183004337562,0.134174147599726,0.600332307049039,-4.47490686721849
"7","1552303_a_at","TMEM106A","transmembrane protein 106A","113277",-0.0413729839056929,5.77464885886336,-0.26019620362042,0.796172537740964,0.934588257991017,-4.70418336332362
"8","1552309_a_at","NEXN","nexilin F-actin binding protein","91624",0.298589955027789,6.02578936446583,1.28130791609748,0.208154521466061,0.643224272341476,-4.54318442041453
"9","1552310_at","C15orf40","chromosome 15 open reading frame 40","123207",-0.280072082774551,7.94885764383548,-1.15176901708252,0.256893690955803,0.66992145029911,-4.57445850001402
"10","1552312_a_at","MFAP3","microfibril associated protein 3","4238",0.189442830070274,5.81706285506274,0.797949375287032,0.430053435463509,0.767506444920483,-4.64457013785246
"11","1552316_a_at","GIMAP1","GTPase, IMAP family member 1","170575",0.203669384528692,5.65086661070858,0.743487022174229,0.461939157757015,0.784857319604493,-4.65326195540572
"12","1552321_a_at","CCDC65","coiled-coil domain containing 65","85478",-0.301286602636167,4.32355656770461,-2.09494032740098,0.0431657205637241,0.59711193560557,-4.28907116731767
"13","1552326_a_at","CFAP53","cilia and flagella associated protein 53","220136",0.237082629944974,6.76224879773739,0.718650529011079,0.47692520326045,0.791730003007626,-4.6570327219661
"14","1552330_at","CENPBD1","CENPB DNA-binding domain containing 1","92806",-0.320996795802102,5.91043951557088,-1.72790310984568,0.092446525213148,0.59711193560557,-4.41488537977106
